date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2015/8/11,61267,147904,143428,150734,0,140776,156295,70022,106189,0,125056,121462,0,129663,66875,0,128829,73803,118392,93565,121526,85977,79270,74573,83946,0,0,0,68957,104293,112778,104584,67015,94891,85079,78382,85149,90844,97169,85115,89247,83383,0,0,65471,78800,97156,91275,80104,68626
2015/8/16,61103,146001,151179,153502,0,142721,150314,69501,109263,0,104073,123112,0,126267,62691,0,120702,74436,116083,89791,122746,83450,80552,83552,78772,0,0,0,76486,105595,109985,96593,71341,98570,89238,82059,88275,88324,89607,88452,83908,87347,0,0,61977,79638,94650,86587,87158,55876
2015/8/21,59129,144337,145599,147888,0,135163,149308,68293,102676,0,86877,129773,0,126256,69602,0,118698,74416,116517,88621,119149,85111,91259,78673,76994,0,0,0,80606,95252,98994,99445,71346,90483,83390,74759,83782,91843,89436,89543,86213,81653,0,0,58724,81714,101773,92607,79101,59480
2015/8/26,57483,143999,144199,155726,0,135786,146318,76950,98783,0,74747,121278,0,126371,69414,0,122311,70248,115178,79578,116788,91925,92507,80537,85432,0,0,0,76717,97274,109329,96141,66110,87526,90558,75505,86427,89367,94531,79461,80874,85761,0,0,67622,78596,98730,92390,86693,55352
2015/9/1,62481,149645,143014,149605,0,138661,155251,69561,103117,0,70924,123041,0,122906,66806,0,122637,64285,122878,79396,118501,94211,93182,80353,81758,0,0,0,73153,96068,105351,94054,62224,88809,84333,77672,87339,86156,96825,78761,85445,84742,0,0,68967,82105,99736,82003,83444,60161
2015/9/6,60173,146008,141795,148795,0,136533,145031,78165,94121,0,63616,128077,0,124554,59253,0,125613,63247,121836,82167,109747,91384,93272,90709,80163,0,0,0,74567,96216,105883,100053,60743,86169,90094,76861,86080,90006,93717,82027,85106,85240,0,0,64463,82215,90315,86387,81273,57667
2015/9/11,54351,136918,139701,141445,0,125616,146755,68660,89215,0,50321,120466,0,116673,53949,0,112528,55452,108188,71035,111861,92681,87811,86781,74408,0,0,0,73918,94315,95144,91661,53792,84540,85651,71145,80304,83235,86746,78224,77576,80785,0,0,51357,74860,90835,76773,76766,47479
2015/9/16,64311,148499,143543,140113,0,132424,144377,71051,91527,0,59306,124148,0,120829,62952,0,121604,65344,117317,72423,111848,91396,93430,84989,80829,0,0,0,82599,89437,97910,92306,62441,88513,88923,71385,84383,91744,86710,82667,76327,74933,0,0,56419,77649,87602,83286,78191,60192
2015/9/21,63051,144973,135171,139535,0,129829,143744,72069,87476,0,53612,118192,0,126627,56876,0,124166,61504,119363,73232,114600,93460,95679,86588,87197,0,0,0,80547,91727,101013,91491,56426,90555,84643,73242,79594,85660,88114,83312,81652,79019,0,0,63683,82969,97442,78892,84010,53373
2015/9/26,61655,138112,132176,139188,0,123508,138156,75115,85316,0,50108,115862,0,120705,52714,0,120388,56024,106907,68003,105790,96519,93127,85725,81597,0,0,0,82886,82778,92146,84543,55025,88213,83086,68983,74764,80576,80455,71798,75815,72138,0,0,52681,73152,85268,77566,71965,51810
2015/10/1,60709,136793,131449,134462,0,124416,136022,71815,80417,0,50294,119178,0,117247,56110,0,113532,57723,110430,69258,108510,97378,96117,82278,79733,0,0,0,78901,81250,92745,84254,49501,78027,82920,71132,74497,81901,82280,73593,72975,71092,0,0,56583,73180,85072,73238,73195,52240
2015/10/6,62287,129324,131496,129352,0,115148,136584,70929,83043,0,45180,111855,0,116819,54418,0,110195,54301,101466,66703,102226,94975,91170,84145,85231,0,0,0,75862,80728,84599,80274,50263,81669,82483,69144,71902,78386,75936,72231,72051,72539,0,0,57205,74372,87638,73480,68996,46627
2015/10/11,66449,125447,132807,131941,0,120007,140653,70227,79501,0,44242,111343,0,116919,56633,0,114831,52308,101012,64484,100067,93704,91351,88918,87407,0,0,0,75665,81613,89838,85658,51857,78090,82571,69609,72402,76816,80264,74419,68241,73046,0,0,59672,74349,80686,70446,71738,57080
2015/10/16,76619,129787,132827,131993,0,114582,143329,75477,76315,0,50687,112389,0,117404,53809,0,113277,54812,106209,63515,102921,99101,97525,88767,88095,0,0,0,78822,80247,88528,85928,53351,82739,81327,76314,76281,81860,80841,72426,69307,73992,0,0,67439,73317,88659,75032,74095,55336
2015/10/21,79482,118876,125310,126973,0,113717,136676,75320,73082,0,48965,110457,0,113157,54136,0,110416,53587,101020,60061,99304,93179,98969,93121,86896,0,0,0,77653,79466,86973,83048,53764,77120,76605,72582,74812,80265,78435,72718,70463,71967,0,0,65361,67432,80565,72080,72351,59229
2015/10/26,73528,112412,121245,125073,0,112181,133861,68931,69529,0,42750,112248,0,107220,52798,0,108597,48197,98140,59325,100322,92941,90784,87116,84441,0,0,0,77430,73569,82759,76876,45752,74690,77759,70921,73331,75593,78925,65456,66159,70323,0,0,62449,67384,83737,71901,69756,60960
2015/11/1,84412,109760,127760,126099,0,111297,135492,76061,73063,0,48089,112406,0,113122,55473,0,109227,51391,97438,60697,101795,98568,99483,91032,88209,0,0,0,82032,78035,85225,80908,48924,77887,80290,71546,77118,76899,82177,71304,69592,72103,0,0,68895,69290,86283,71632,69784,63022
2015/11/6,90482,105656,128146,128180,0,111851,140488,82747,79943,0,48388,117644,0,113652,67021,0,118396,53819,100050,64468,106166,100414,105400,97239,96424,0,0,0,86718,84892,88807,89737,57321,80714,82033,76611,81192,84106,85329,73351,77629,74794,0,0,70551,76550,92749,80276,75179,69025
2015/11/11,91866,101700,128546,126017,0,109909,136372,81098,72957,0,47426,113298,0,108096,64518,0,114411,53759,88957,62187,103850,103000,101281,96176,93500,0,0,0,85313,79562,81925,80862,50396,71903,79429,73969,75868,79489,80765,73305,69879,70553,0,0,68959,70183,84161,72394,71210,63681
2015/11/16,99091,91882,125396,123153,0,109499,140032,80495,71371,0,49407,115262,0,106694,65114,0,115563,52678,89229,64914,109171,102593,103550,95931,94766,0,0,0,85598,83314,81442,84192,51821,66535,83462,77968,77500,81312,86441,74774,73175,70998,0,0,69790,76236,89496,74585,74743,68909
2015/11/21,97407,83795,124468,118546,0,99448,132787,79185,69494,0,48766,116310,0,103238,66586,0,111776,51286,82023,56107,104976,102635,97326,96482,92591,0,0,0,84332,77857,77192,81035,50791,58927,83159,71596,72756,77295,77015,68424,73134,68952,0,0,72084,71265,85721,71639,70421,68169
2015/11/26,96812,71501,118592,113140,0,92092,129100,77288,62685,0,40774,107850,0,94373,63018,0,105998,44926,73539,53993,96851,95090,94202,90324,86678,0,0,0,81564,70430,71649,73224,46281,48931,75065,68376,68657,72452,73602,63000,64791,65735,0,0,64535,65581,77718,67807,67027,60198
2015/12/1,96162,61086,114428,105746,0,88071,126473,76355,57458,0,37151,106276,0,85581,61446,0,101351,41302,65421,47617,96295,92488,90056,88119,84403,0,0,0,79182,67551,68744,69946,41614,42890,72706,67347,65538,69101,69741,60281,61560,60543,0,0,61335,62529,76139,62719,64313,56700
2015/12/6,100338,57385,115087,104153,0,82624,121798,74148,56719,0,37218,105895,0,80917,63282,0,100614,40596,58975,46574,93884,92697,89563,88316,82697,0,0,0,78996,65645,63736,69583,41421,38600,72530,65963,66499,69794,67705,60005,60936,59034,0,0,60898,61765,75549,62162,61352,56141
2015/12/11,112695,61844,119698,108840,0,90163,133463,83635,62842,0,46078,116607,0,84193,76964,0,109593,51124,64272,55132,103828,102302,101286,94840,93279,0,0,0,85632,76477,74360,80959,47537,49710,80520,75047,75307,78704,77033,68698,70212,70915,0,0,71948,69800,81583,73429,73200,64948
2015/12/16,102598,46957,110569,97453,0,77827,121464,77640,53289,0,35046,104359,0,71097,67176,0,100008,39618,51405,45667,93240,92134,88726,87052,83942,0,0,0,78687,63504,60803,68496,40502,35940,69366,64209,65170,68223,68642,57405,59558,58194,0,0,59931,59389,72661,62978,61078,55747
2015/12/21,113145,53251,119538,101245,0,80822,127787,85409,58414,0,42298,110635,0,72606,78338,0,108962,47719,57497,52900,98118,99656,95345,94865,91647,0,0,0,83948,71849,67042,72867,46245,42833,77899,73931,71099,74540,76564,63442,65032,67495,0,0,65486,65813,80685,70229,67675,61504
2015/12/26,105824,42213,108064,92807,0,70436,119503,78048,49920,0,35021,102198,0,60497,71503,0,98950,38560,46498,42799,90939,90916,89514,87513,82224,0,0,0,76995,60181,55994,65104,37950,34738,69672,63617,62247,67045,66679,53557,58495,57978,0,0,58483,58812,71080,60302,58945,54810
2016/1/1,109799,41881,110332,92420,0,72149,120646,81885,51010,0,38749,106795,0,58960,76252,0,101897,42585,47914,47011,93413,94363,91602,89339,85454,0,0,0,81253,62931,57821,67908,40041,36713,71906,68450,66696,69842,70914,57300,60331,59471,0,0,60570,61503,74540,62915,61875,57469
2016/1/6,110880,41386,108855,89648,0,68209,119771,82481,48879,0,36210,105648,0,54131,77127,0,99491,41562,45203,44369,93422,93342,90791,89247,84341,0,0,0,80688,61147,54514,65738,40350,36669,70689,65881,64274,66583,68405,53620,59372,59600,0,0,60499,59736,73919,61579,59419,55054
2016/1/11,108521,36392,104618,82210,0,61376,114891,81549,47084,0,35149,103671,0,49038,75860,0,97598,39329,41075,41600,90190,90872,89024,86757,83759,0,0,0,78318,57778,53128,62144,37277,32798,68571,64547,62676,64262,65664,48823,57274,57025,0,0,56810,56591,71284,58883,57318,53019
2016/1/16,110355,36939,104551,80568,0,60062,115221,82317,45646,0,35828,102395,0,45977,78880,0,97396,40733,40347,41349,90144,91591,88842,86812,82670,0,0,0,77346,57750,50636,62143,36782,32932,67350,64049,62073,64753,66019,47916,56791,55268,0,0,56696,56839,70712,58779,57891,53194
2016/1/21,106916,31495,98266,74483,0,54523,109963,79551,39818,0,33354,98446,0,39840,76728,0,93658,37852,34828,37122,85566,87027,83580,82556,78629,0,0,0,74071,53328,45173,56996,31956,29216,63828,60302,58066,61131,62296,42291,52751,51091,0,0,52711,53166,66767,53711,54117,48321
2016/1/26,114325,37741,104446,78740,0,58797,116286,86492,45734,0,40520,105649,0,44705,85557,0,100051,46719,41426,42727,93099,94299,90360,89980,86179,0,0,0,80120,59527,51907,63413,38788,35421,70838,67033,64899,67107,67849,47466,59293,57682,0,0,59225,58996,72905,60868,60546,55449
2016/2/1,113240,35749,98841,71866,0,52946,111694,84772,42376,0,39343,102647,0,40415,83140,0,95318,44936,37433,40617,88920,92120,87731,86401,83332,0,0,0,76611,55289,45750,59965,35888,31296,67209,63627,61486,64431,65132,42000,55162,53812,0,0,56192,55852,69099,57101,57006,52418
2016/2/6,112769,32430,98169,69087,0,51597,110106,84917,40916,0,39901,100437,0,38813,83648,0,96008,46584,37426,38387,88126,90238,87398,86089,82283,0,0,0,76993,54395,45854,58293,34996,30680,65971,63197,59509,63293,64382,38817,55998,52365,0,0,55897,55700,69308,56057,56713,50723
2016/2/11,120935,41965,106661,73501,0,59138,119088,94841,48164,0,50765,108718,0,45803,95193,0,104181,57136,45156,46068,95472,99157,94972,95205,88983,0,0,0,85663,62460,52957,64752,44011,38052,74856,73227,69222,70624,73217,45998,63989,60129,0,0,62113,62514,78125,64769,63049,58735
2016/2/16,115960,35272,99327,66511,0,50200,110841,89997,42952,0,48091,102701,0,40714,89877,0,96989,53912,38866,39941,91449,92835,89217,87712,84498,0,0,0,79310,54064,45125,58456,37833,34149,68515,65960,63321,64334,65449,37924,57224,53847,0,0,57500,57835,72142,56629,57906,53172
2016/2/21,115080,35616,99088,64109,0,49107,109350,89681,41517,0,49736,102158,0,39192,88828,0,98194,56494,36875,38895,90677,93519,88223,87779,83668,0,0,0,78268,53304,43482,58026,37327,32808,69194,65845,61989,64248,65336,36305,54957,52900,0,0,57495,55220,70068,54061,57241,51096
2016/2/26,117895,36615,98991,64887,0,50764,110635,94440,43102,0,55154,105594,0,41331,93203,0,99990,61293,39586,42087,91931,94401,91101,89171,85140,0,0,0,80048,54853,46803,58777,39082,34925,69083,67591,64657,66243,68320,38059,59029,53027,0,0,58388,58565,72811,57084,59811,54437
2016/3/1,118127,37779,97905,61513,0,49855,110393,95273,41388,0,56800,105065,0,40431,93781,0,97969,65165,39393,39386,91017,92900,90868,90811,84721,0,0,0,81507,53615,45447,58981,38987,35518,70365,67069,63052,65475,67445,36926,58098,52284,0,0,57735,58800,71597,56246,59977,53722
2016/3/6,129761,46768,109287,68396,0,58067,121887,107077,50989,0,70439,118099,0,53454,107230,0,111033,80806,51270,50373,102520,107166,100161,100138,97531,0,0,0,91185,64651,57245,67018,52125,43693,81920,78067,73746,77036,79088,49138,70256,62012,0,0,70068,67945,84858,65750,73099,64077
2016/3/11,117951,37107,95523,57638,0,46616,106220,95213,40959,0,62894,105375,0,38514,94768,0,98354,68916,38773,40486,91482,93453,89586,89726,86354,0,0,0,80897,52742,45641,57138,37663,33384,68910,67234,62822,64262,67413,36346,57963,50931,0,0,58716,58328,71648,53434,59195,53050
2016/3/16,122057,41628,97281,60063,0,51265,113650,101493,48586,0,71471,111544,0,44549,103963,0,104923,77581,46903,45849,99852,97445,94826,94532,90235,0,0,0,85956,57338,52074,64068,44783,38872,75332,73831,69604,71997,71360,41898,65423,57292,0,0,65922,62497,80083,59494,66421,61384
2016/3/21,119478,35871,93370,56664,0,46023,107568,99608,42065,0,68881,106009,0,39001,95888,0,101391,76749,39933,42430,91886,95707,91504,92058,88389,0,0,0,80950,55276,45150,56203,39601,36750,70835,69886,62512,67600,68964,36678,57803,49235,0,0,58380,58722,74994,54005,60985,54760
2016/3/26,122872,38249,97645,56024,0,48051,107699,105337,45430,0,75998,108095,0,42656,99599,0,99586,80484,40559,43458,95337,97070,91007,93153,89977,0,0,0,84632,57246,44178,57154,40848,38040,72077,70925,68700,67958,71956,36822,61702,52958,0,0,59950,59699,75232,56909,61960,59180
2016/4/1,129020,49021,103277,63906,0,61346,114523,111922,49469,0,86429,115683,0,52994,108496,0,110568,92028,50219,55430,103517,104675,102598,101585,99976,0,0,0,94483,65378,58626,67051,52050,47048,81957,79608,75774,76007,78512,49464,68386,60688,0,0,73240,69291,83541,62633,70701,66923
2016/4/6,125390,47406,96699,57133,0,60133,110023,109567,46365,0,88059,111790,0,49060,109638,0,104991,89399,47566,49778,100703,101183,96961,97395,97135,0,0,0,87311,60901,54329,65583,45880,42748,80596,75380,70713,73589,73373,46141,64260,55529,0,0,64586,68264,78891,61321,70019,65402
2016/4/11,125946,42950,94528,57227,0,65340,107883,108341,45338,0,89277,111830,0,44900,108896,0,103311,89458,44138,46207,96057,102918,94563,96332,95130,0,0,0,88026,58342,54436,61553,45832,39024,75352,74124,69618,70628,73631,42418,66139,50251,0,0,63853,66970,79075,55700,67049,62044
2016/4/16,125347,42747,95313,55178,0,71924,111362,113175,44140,0,90391,111618,0,51651,110128,0,103372,97360,49468,50380,100878,103215,100439,96528,95337,0,0,0,91200,62517,59989,61548,50631,40892,76047,75787,75014,72662,73423,43008,65547,54373,0,0,63117,69683,80215,53759,66887,59454
2016/4/21,135843,52119,100462,64216,0,83609,110950,118134,51428,0,98510,122878,0,52131,113207,0,114118,103867,58660,56344,105215,111818,107672,103209,104183,0,0,0,94806,72703,69412,65179,53494,49415,86357,87557,84302,82179,82261,47669,74047,60275,0,0,77027,76795,90237,63463,77128,70444
2016/4/26,131006,50972,99081,58770,0,83370,108498,114316,51052,0,100543,118265,0,54001,110028,0,107889,98312,48555,53268,102357,103401,102661,104331,96986,0,0,0,94846,66942,68671,65422,49818,48725,81172,82091,76070,77835,81026,45806,72292,52851,0,0,70690,73263,85562,60384,72735,68013
2016/5/1,128268,46990,93977,61389,0,91934,106370,113194,47764,0,97686,118909,0,55265,117731,0,110123,104791,48053,50803,103911,104110,102064,99636,97873,0,0,0,91183,70704,75898,67067,55244,49563,81292,80817,80369,76782,76043,45098,65846,54823,0,0,72380,75497,90276,55726,67663,62269
2016/5/6,136607,49258,100992,64102,0,101489,108738,119696,54768,0,107392,120367,0,54071,117035,0,114705,105284,54721,54402,108001,111038,105071,106492,106091,0,0,0,96844,74056,82806,69053,55772,52182,86272,86467,82801,78271,81310,51753,72876,54716,0,0,73446,77417,89669,62139,75191,67122
2016/5/11,133882,48037,98917,62961,0,102441,107334,124389,49772,0,109843,124530,0,58741,119973,0,116230,104600,52642,51178,108785,112149,108442,107432,105202,0,0,0,100756,67780,77673,63675,55188,51824,80447,84064,75934,79971,81873,47605,70092,51459,0,0,73604,72624,88801,61861,72294,65710
2016/5/16,134190,50603,97111,56315,0,102549,109286,121792,53170,0,107617,118550,0,57463,111985,0,108076,105436,53287,52624,110581,108288,106500,107544,98213,0,0,0,92274,73989,83518,62528,59855,53392,79012,80263,80422,75194,77520,51618,73079,49067,0,0,73538,72793,88558,54234,69583,65172
2016/5/21,136899,54583,94086,54937,0,108460,103517,120176,52494,0,108717,124308,0,56823,113720,0,108205,112652,54885,53773,108991,115472,108230,106376,103163,0,0,0,94137,78112,84685,63294,56319,54207,88332,88583,81646,76004,81606,52074,74058,56424,0,0,77642,71167,93578,55462,71527,73175
2016/5/26,143201,60154,93759,59732,0,116077,111294,127987,57967,0,120480,123136,0,56626,123085,0,121402,120456,60032,55580,112617,116408,106738,108651,102917,0,0,0,98350,74905,92751,65507,65331,61204,86255,94074,88279,81400,88140,53810,77777,62591,0,0,76412,80386,92157,62867,84609,70842
2016/6/1,131630,47556,89334,59933,0,111419,100723,121531,48787,0,112551,117051,0,48776,112630,0,110787,109117,49280,49041,108310,105765,100220,107860,100483,0,0,0,95894,72404,85817,63546,61083,53329,85499,79601,81728,78781,83156,46314,72452,45570,0,0,75800,66882,88271,55378,71918,71179
2016/6/6,145094,53523,95962,76578,0,128842,107331,133723,55382,0,119943,130304,0,64028,120611,0,112642,116160,61857,64663,111046,112780,108443,107505,105767,0,0,0,99002,82747,94793,66154,74826,63374,93534,86478,87709,78345,92131,53673,76219,56682,0,0,83139,77663,95262,63651,76546,70915
2016/6/11,147503,54455,95602,84218,0,127935,111810,133699,58852,0,126221,127900,0,57850,122511,0,114071,123408,66223,60819,118504,121715,114338,109400,110864,0,0,0,104797,83391,96067,74788,68465,71914,85784,88564,88845,78530,88276,59119,78260,59842,0,0,81727,84550,99382,68353,81372,80354
2016/6/16,145799,55784,97329,89114,0,130811,109390,129878,56625,0,123023,134374,0,63575,121875,0,120009,113616,59139,64986,114506,116526,113595,110264,106570,0,0,0,98788,79508,98541,72988,72734,71571,90896,95620,85438,83554,92929,56990,83896,55399,0,0,79469,79638,92593,63761,86613,77599
2016/6/21,149453,60088,89039,101850,0,137294,106374,136468,60958,0,130512,132427,0,66340,124182,0,118718,121981,65773,59126,116987,118254,118112,109089,110578,0,0,0,103916,82608,105039,66617,81337,76382,92872,90466,88153,81719,95234,54553,83687,56567,0,0,82382,84961,97576,62394,87586,80686
2016/6/26,139338,56786,89448,110640,0,131492,106995,133164,56942,0,124836,125798,0,62015,125446,0,116608,115892,58120,62446,112483,113253,114180,114872,107162,0,0,0,98413,85372,95275,73215,76389,71775,88376,94643,85262,83427,87616,55850,86180,53237,0,0,83239,82399,90375,66664,76147,79642
2016/7/1,146736,58712,96558,123436,0,136366,102904,134690,63284,0,135533,134429,0,70896,126144,0,116991,118143,71574,66094,117460,115475,110443,121051,115805,0,0,0,114412,89255,100888,66699,85470,81515,90208,92864,88329,90386,90693,61780,78617,62210,0,0,89861,86899,103515,64692,79980,83700
2016/7/6,140452,64732,98132,124802,0,135756,109728,139087,61261,0,130354,134183,0,70899,127759,0,116643,119782,65625,63008,114452,116552,110591,113663,113684,0,0,0,112970,89156,106527,69581,83316,79738,88865,92610,90288,83653,92387,58220,78916,63461,0,0,83431,85129,97434,64161,79899,84060
2016/7/11,142853,59220,90810,134068,0,143533,108539,145917,66789,0,134851,134739,0,70379,129040,0,116920,125567,59697,59089,123722,123907,119381,117342,118153,0,0,0,105150,82825,100390,78003,83539,86114,89532,100151,86661,83430,90677,56161,80177,60046,0,0,89112,80166,97980,73300,80182,84557
2016/7/16,138879,61828,86674,128760,0,131301,104775,135090,55909,0,122949,133699,0,68269,125499,0,123035,127051,62335,57125,116832,117641,110053,113705,114702,0,0,0,108093,79612,98164,63362,87857,81841,87621,98507,83072,80026,91480,62251,75705,60985,0,0,79146,81693,95969,65265,76372,77354
2016/7/21,138870,56928,91603,143028,0,138266,102746,140804,59016,0,126493,130508,0,57772,129067,0,115613,123529,62086,64682,121683,115119,119159,111752,114997,0,0,0,111413,82626,104098,68213,81792,84058,83339,90375,85763,81835,91575,56886,86294,57142,0,0,87636,80450,99885,70321,83695,81685
2016/7/26,151446,57330,85349,145030,0,140298,104361,140487,58793,0,138950,128884,0,70017,125844,0,119905,124935,61968,60196,119254,124136,115454,119351,108220,0,0,0,112801,94646,101043,67196,88811,79880,78036,99228,94199,82037,86871,60685,81702,60253,0,0,91521,88409,100468,73824,80846,79587
2016/8/1,143092,69892,97038,148410,0,143681,105267,148143,62960,0,140281,139670,0,72156,130367,0,115391,127915,62451,63666,121962,118036,123515,118011,109138,0,0,0,116057,95036,113534,66807,96071,85182,79771,102967,94841,79851,92808,65940,85547,58851,0,0,91268,79962,109495,66674,91991,84447
2016/8/6,138173,62203,82459,148230,0,136554,95073,137344,63418,0,136126,130778,0,67860,124958,0,115166,120998,70360,58720,114374,111588,119194,120363,107875,0,0,0,109875,94160,107899,69975,91677,81949,73115,95107,90303,76683,96406,54407,78325,56332,0,0,91260,85099,98822,68062,89444,77310
2016/8/11,144980,65389,80415,148163,0,143680,94758,144193,63608,0,130256,138984,0,65498,132924,0,119856,121212,63378,68542,124448,118572,111826,112782,108222,0,0,0,105212,89333,109512,69082,90310,80465,80363,101109,93156,78449,88419,57945,79273,58324,0,0,81665,88457,93884,71463,83268,80738
2016/8/16,148003,72336,84790,155937,0,148449,102413,151920,65315,0,143572,135339,0,62697,128950,0,122929,135366,67953,65178,126869,113736,124168,117746,113075,0,0,0,117548,96251,106697,73553,92042,83504,81756,100748,88930,88098,102145,63908,86068,58998,0,0,90498,82429,99678,73330,93825,83149
2016/8/21,151004,65801,83651,151303,0,151121,96948,145534,64765,0,141977,137548,0,67601,131703,0,125304,131668,69812,63029,128494,111210,118367,119695,114327,0,0,0,103944,100359,110704,76274,100749,89863,74720,107466,96435,80563,90823,66315,93864,71025,0,0,89483,88651,103676,71423,90709,86468
2016/8/26,140756,63454,86019,151420,0,141941,87338,141027,64939,0,138651,133484,0,63724,125064,0,119320,120840,73682,70155,114114,107094,111665,107361,108108,0,0,0,109709,97539,102905,72521,88474,83764,70252,100060,88399,74713,92257,55088,81493,54913,0,0,84698,78997,101250,67371,88966,82241
2016/9/1,141094,68022,83691,153228,0,139633,95818,149297,63785,0,134426,130858,0,64453,123622,0,115878,124009,73921,64711,114846,111091,109739,107938,117773,0,0,0,102277,91875,107308,64785,95917,89033,68022,99804,96151,83955,87302,57896,81516,55720,0,0,86261,82718,97677,67470,81839,77905
2016/9/6,142149,76512,78287,157894,0,138115,90805,138044,61463,0,135256,129543,0,62170,128697,0,116687,130639,65896,71968,122167,110888,113292,109886,112738,0,0,0,106894,89470,102462,63250,85411,89940,63607,92317,95906,75532,85960,59344,80698,66287,0,0,82576,80817,94570,61265,78981,80885
2016/9/11,149282,79950,83763,154213,0,140184,83416,139401,54959,0,134670,127617,0,62842,132776,0,109355,124639,66482,67621,118722,101766,120069,106667,111968,0,0,0,103173,93901,110707,69968,86955,91308,63465,100199,89941,72893,85789,62814,86359,61678,0,0,81247,78573,92527,69457,79876,82402
2016/9/16,148845,76020,79817,150247,0,147629,83565,143046,58274,0,130253,130135,0,68667,131208,0,115358,122451,73933,69226,119239,95838,109269,106418,108447,0,0,0,105270,92084,106524,72745,86576,85155,66987,93089,95283,78692,89902,56581,76862,56977,0,0,82333,83584,95712,63869,78160,74825
2016/9/21,146667,78308,80927,150846,0,145249,88272,140309,58626,0,131642,127087,0,69606,125566,0,117230,120301,77313,70943,113968,90448,108796,103511,110360,0,0,0,105372,92128,108492,70440,87503,83942,66746,94732,85946,71036,86603,54994,85336,55163,0,0,78950,79366,99114,66651,84959,72185
2016/9/26,150222,84807,74806,153045,0,136517,83532,147888,58226,0,131894,125752,0,67382,124956,0,110219,122531,81231,69501,115523,93302,110205,100711,115917,0,0,0,110220,97806,101205,69586,88795,89576,66171,95094,95786,81761,85677,57501,82560,58034,0,0,87957,83732,102528,68444,82073,74645
2016/10/1,149081,83616,72127,157155,0,139219,87600,144320,63503,0,139704,134016,0,70364,129604,0,108538,126067,82867,68915,119376,80809,114279,96788,115160,0,0,0,101250,89131,108470,69913,90663,93153,63466,93501,96264,73970,87348,59785,81887,61369,0,0,79030,77101,94917,69925,87340,80593
2016/10/6,142917,89326,73920,145631,0,139819,79342,134562,52776,0,125204,125704,0,70212,122408,0,104024,120530,74768,61771,107945,76825,101304,89837,107561,0,0,0,104206,88279,97605,64575,86307,78573,61475,92565,88273,71174,87353,51355,71689,52599,0,0,74614,76298,95397,59794,79336,72757
2016/10/11,132498,79551,60596,143524,0,125685,66277,133379,45029,0,118787,117659,0,65022,112018,0,100223,108951,73732,58470,105821,62064,97011,74141,96974,0,0,0,89976,82031,93913,51368,76860,75878,55922,83467,77440,64081,76426,48379,68938,46812,0,0,66679,68611,82563,49774,68267,63328
2016/10/16,136169,91265,70441,147558,0,135387,79896,144688,59510,0,130045,129565,0,72069,121067,0,106948,121143,79237,73129,109165,70963,106773,75897,103073,0,0,0,97840,91959,101881,58719,88095,88335,60813,92926,87221,73318,83317,56133,79311,56577,0,0,78331,73108,95786,63425,74620,70233
2016/10/21,134718,89084,57777,143288,0,131261,70369,130385,47596,0,122929,117746,0,72871,114804,0,94781,108690,77725,64328,104493,55492,93902,67503,96038,0,0,0,94929,84562,93140,55631,83286,77517,51653,80586,77986,63738,76724,44705,67232,50139,0,0,68838,64995,85784,52452,68457,68436
2016/10/26,129747,91799,61242,144027,0,126718,67119,135512,47125,0,118276,118793,0,72528,111685,0,98775,110027,75812,61166,107058,59940,91887,61236,97845,0,0,0,92420,80733,93773,52273,78312,75568,51865,81997,78368,58863,80084,49162,66432,45840,0,0,67261,71091,84199,56715,67458,65610
2016/11/1,127795,90218,55457,138094,0,126192,64046,127808,43154,0,115009,113220,0,70845,111808,0,90344,107792,75543,57493,98376,49867,88283,56324,92222,0,0,0,88105,79497,87950,48147,73982,70632,49899,78703,72922,56122,71063,43171,63871,44437,0,0,66071,63309,78272,48652,63308,61247
2016/11/6,124288,90672,52152,135980,0,123653,60984,125153,41552,0,115439,111981,0,72730,108982,0,87888,107086,76794,60192,96700,48869,86051,53841,91407,0,0,0,86489,75298,86328,43994,74556,68963,48649,74455,70295,55455,70059,42250,63677,44093,0,0,61585,59579,78269,51799,64672,58418
2016/11/11,132432,102170,61039,141486,0,130241,66213,131654,55198,0,123533,119097,0,82379,117950,0,97821,114024,89408,69274,104219,56527,93085,55440,98348,0,0,0,93736,83843,93039,52453,83549,80289,54108,83416,82399,57973,77792,51492,66963,55095,0,0,71617,71267,86470,60330,69522,68807
2016/11/16,132298,101831,59115,143585,0,128811,64925,132281,53669,0,123419,116540,0,82205,113804,0,94854,112413,87102,69685,106333,52887,89291,54351,97187,0,0,0,90505,81744,92815,51444,80006,76909,54974,80819,76047,57200,75366,48001,68164,49220,0,0,69455,65731,83935,59570,70842,64286
2016/11/21,131426,106598,55314,140701,0,125903,64066,133306,52956,0,120095,116494,0,83401,114104,0,90111,111084,86273,66644,104968,49745,85751,53175,95486,0,0,0,92608,84008,90272,49526,80445,75332,53035,83245,75924,59456,75559,49612,68018,51691,0,0,66493,65834,85491,57208,69354,62384
